,path,age,gender,face
0,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_3630.jpg,0,3,1
1,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_elephant_257.jpg,0,3,1
2,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_horse_1499.jpg,0,3,1
3,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_chicken_818.jpg,0,3,1
4,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_2787.jpg,0,3,1
5,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/natural_images_fruit_839.jpg,0,3,1
6,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_horse_234.jpg,0,3,1
7,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_chicken_1169.jpg,0,3,1
8,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_butterfly_1622.jpg,0,3,1
9,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_dog_3198.jpg,0,3,1
10,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_squirrel_1461.jpg,0,3,1
11,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_313.jpg,0,3,1
12,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_4543.jpg,0,3,1
13,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_horse_136.jpg,0,3,1
14,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_sheep_1448.jpg,0,3,1
15,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/natural_images_airplane_219.jpg,0,3,1
16,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_cow_1677.jpg,0,3,1
17,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/natural_images_car_318.jpg,0,3,1
18,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_chicken_2391.jpg,0,3,1
19,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_horse_1850.jpg,0,3,1
20,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/natural_images_airplane_359.jpg,0,3,1
21,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_sheep_676.jpg,0,3,1
22,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/natural_images_flower_386.jpg,0,3,1
23,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_squirrel_928.jpg,0,3,1
24,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_961.jpg,0,3,1
25,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_chicken_2092.jpg,0,3,1
26,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_3920.jpg,0,3,1
27,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_3344.jpg,0,3,1
28,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_elephant_96.jpg,0,3,1
29,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_dog_4390.jpg,0,3,1
30,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_751.jpg,0,3,1
31,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_2322.jpg,0,3,1
32,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_2424.jpg,0,3,1
33,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_134.jpg,0,3,1
34,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/natural_images_motorbike_647.jpg,0,3,1
35,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_chicken_2243.jpg,0,3,1
36,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_997.jpg,0,3,1
37,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_elephant_627.jpg,0,3,1
38,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_sheep_579.jpg,0,3,1
39,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_squirrel_794.jpg,0,3,1
40,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_horse_692.jpg,0,3,1
41,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_cow_1459.jpg,0,3,1
42,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_butterfly_1258.jpg,0,3,1
43,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/natural_images_car_631.jpg,0,3,1
44,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_dog_3060.jpg,0,3,1
45,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_dog_3784.jpg,0,3,1
46,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_59.jpg,0,3,1
47,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_elephant_592.jpg,0,3,1
48,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/natural_images_dog_683.jpg,0,3,1
49,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_sheep_167.jpg,0,3,1
50,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/natural_images_airplane_591.jpg,0,3,1
51,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_cat_900.jpg,0,3,1
52,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_1918.jpg,0,3,1
53,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_squirrel_914.jpg,0,3,1
54,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/monkey_n8_76.jpg,0,3,1
55,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_dog_4759.jpg,0,3,1
56,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_2344.jpg,0,3,1
57,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_1832.jpg,0,3,1
58,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_dog_4761.jpg,0,3,1
59,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_horse_973.jpg,0,3,1
60,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_elephant_235.jpg,0,3,1
61,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_4042.jpg,0,3,1
62,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_3866.jpg,0,3,1
63,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_chicken_2552.jpg,0,3,1
64,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_cat_383.jpg,0,3,1
65,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_dog_4443.jpg,0,3,1
66,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_sheep_146.jpg,0,3,1
67,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_chicken_2417.jpg,0,3,1
68,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_spider_2720.jpg,0,3,1
69,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/monkey_n6_28.jpg,0,3,1
70,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_squirrel_1673.jpg,0,3,1
71,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_1718.jpg,0,3,1
72,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_953.jpg,0,3,1
73,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_192.jpg,0,3,1
74,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_elephant_1348.jpg,0,3,1
75,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/natural_images_dog_557.jpg,0,3,1
76,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_dog_4027.jpg,0,3,1
77,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_2642.jpg,0,3,1
78,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_sheep_441.jpg,0,3,1
79,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_chicken_364.jpg,0,3,1
80,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_2910.jpg,0,3,1
81,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/landscape_1502.jpg,0,3,1
82,/home/sarah/Deep-Learning/MS3/preprocessing/MS3_rawData/noFace/animals10_dog_292.jpg,0,3,1
